canonical_identity_key,row_count,candidate_count,hold_count,best_dataset_file,best_formula_key,best_display_name,best_decision,best_score,best_missing_blockers,recommended_action,alternative_formula_keys
royal canin|pomeranian adult|dog|dry,2,2,0,data/imports/royal_canin_gr_product_extract_v2.csv,royal-canin-pomeranian-adult-dog-dry-gr-official,Royal Canin Pomeranian Adult,candidate,86.0,,Use best row for preview; keep alternatives as evidence/backfill references.,royal-canin-pomeranian-adult-dog-dry-gr-gatoskilo
royal canin|poodle adult|dog|dry,2,2,0,data/imports/royal_canin_gr_product_extract_v2.csv,royal-canin-poodle-adult-dog-dry-gr-official,Royal Canin Poodle Adult,candidate,86.0,,Use best row for preview; keep alternatives as evidence/backfill references.,royal-canin-poodle-adult-dog-dry-gr-gatoskilo
royal canin|pug adult|dog|dry,2,2,0,data/imports/royal_canin_gr_product_extract_v2.csv,royal-canin-pug-adult-dog-dry-gr-official,Royal Canin Pug Adult,candidate,86.0,,Use best row for preview; keep alternatives as evidence/backfill references.,royal-canin-pug-adult-dog-dry-gr-gatoskilo
royal canin|rottweiler adult|dog|dry,2,2,0,data/imports/royal_canin_gr_product_extract_v2.csv,royal-canin-rottweiler-adult-dog-dry-gr-official,Royal Canin Rottweiler Adult,candidate,86.0,,Use best row for preview; keep alternatives as evidence/backfill references.,royal-canin-rottweiler-adult-dog-dry-gr-gatoskilo
royal canin|x small adult|dog|dry,2,1,1,data/imports/royal_canin_gr_product_extract_v2.csv,royal-canin-x-small-adult-dog-dry-gr-official,Royal Canin X-SMALL ADULT,candidate,86.0,,Use best row for preview; keep alternatives as evidence/backfill references.,royal-canin-x-small-adult-dog-dry-gr-photo
royal canin|yorkshire terrier adult|dog|dry,2,2,0,data/imports/external_product_sources_extract_v2.csv,royal-canin-yorkshire-terrier-adult-dog-dry-gr-official,Royal Canin Yorkshire Terrier Adult,candidate,86.0,,Use best row for preview; keep alternatives as evidence/backfill references.,royal-canin-yorkshire-terrier-adult-dog-dry-gr-official
royal canin|german shepherd adult|dog|dry,2,2,0,data/imports/gatoskilo_royal_canin_dog_html_batch_v2.csv,royal-canin-german-shepherd-adult-dog-dry-gr-gatoskilo,Royal Canin German Shepherd Adult 11kg,candidate,83.0,,Use best row for preview; keep alternatives as evidence/backfill references.,royal-canin-german-shepherd-adult-dog-dry-gr-official
royal canin|beagle adult|dog|dry,2,2,0,data/imports/royal_canin_gr_product_extract_v2.csv,royal-canin-beagle-adult-dog-dry-gr-official,Royal Canin Beagle Adult,candidate,82.0,,Use best row for preview; keep alternatives as evidence/backfill references.,royal-canin-beagle-adult-dog-dry-gr-gatoskilo
royal canin|cavalier king charles puppy|dog|dry,2,1,1,data/imports/royal_canin_gr_product_extract_v2.csv,royal-canin-cavalier-king-charles-puppy-dog-dry-gr-official,Royal Canin Cavalier King Charles Puppy,candidate,82.0,,Use best row for preview; keep alternatives as evidence/backfill references.,royal-canin-cavalier-king-charles-puppy-dog-dry-gr-photo
royal canin|cocker adult|dog|dry,2,2,0,data/imports/royal_canin_gr_product_extract_v2.csv,royal-canin-cocker-adult-dog-dry-gr-official,Royal Canin Cocker Adult,candidate,82.0,,Use best row for preview; keep alternatives as evidence/backfill references.,royal-canin-cocker-adult-dog-dry-gr-gatoskilo
royal canin|french bulldog puppy|dog|dry,2,1,1,data/imports/royal_canin_gr_product_extract_v2.csv,royal-canin-french-bulldog-puppy-dog-dry-gr-official,Royal Canin French Bulldog Puppy,candidate,82.0,,Use best row for preview; keep alternatives as evidence/backfill references.,royal-canin-french-bulldog-puppy-dog-dry-gr-photo
royal canin|golden retriever adult|dog|dry,2,2,0,data/imports/royal_canin_gr_product_extract_v2.csv,royal-canin-golden-retriever-adult-dog-dry-gr-official,Royal Canin Golden Retriever Adult,candidate,82.0,,Use best row for preview; keep alternatives as evidence/backfill references.,royal-canin-golden-retriever-adult-dog-dry-gr-gatoskilo
royal canin|maltese adult|dog|dry,2,2,0,data/imports/royal_canin_gr_product_extract_v2.csv,royal-canin-maltese-adult-dog-dry-gr-official,Royal Canin Maltese Adult,candidate,82.0,,Use best row for preview; keep alternatives as evidence/backfill references.,royal-canin-maltese-adult-dog-dry-gr-gatoskilo
royal canin|maxi dermacomfort|dog|dry,2,2,0,data/imports/royal_canin_gr_product_extract_v2.csv,royal-canin-maxi-dermacomfort-dog-dry-gr-official,Royal Canin Maxi Dermacomfort,candidate,82.0,,Use best row for preview; keep alternatives as evidence/backfill references.,royal-canin-maxi-dermacomfort-dog-dry-gr-gatoskilo
royal canin|maxi digestive care|dog|dry,2,2,0,data/imports/royal_canin_gr_product_extract_v2.csv,royal-canin-maxi-digestive-care-dog-dry-gr-official,Royal Canin Maxi Digestive Care,candidate,82.0,,Use best row for preview; keep alternatives as evidence/backfill references.,royal-canin-maxi-digestive-care-dog-dry-gr-gatoskilo
royal canin|maxi joint care|dog|dry,2,2,0,data/imports/royal_canin_gr_product_extract_v2.csv,royal-canin-maxi-joint-care-dog-dry-gr-official,Royal Canin Maxi Joint Care,candidate,82.0,,Use best row for preview; keep alternatives as evidence/backfill references.,royal-canin-maxi-joint-care-dog-dry-gr-gatoskilo
royal canin|maxi light weight care|dog|dry,2,2,0,data/imports/royal_canin_gr_product_extract_v2.csv,royal-canin-maxi-light-weight-care-dog-dry-gr-official,Royal Canin Maxi light Weight Care,candidate,82.0,,Use best row for preview; keep alternatives as evidence/backfill references.,royal-canin-maxi-light-weight-care-dog-dry-gr-gatoskilo
royal canin|medium dermacomfort|dog|dry,2,2,0,data/imports/royal_canin_gr_product_extract_v2.csv,royal-canin-medium-dermacomfort-dog-dry-gr-official,Royal Canin Medium Dermacomfort,candidate,82.0,,Use best row for preview; keep alternatives as evidence/backfill references.,royal-canin-medium-dermacomfort-dog-dry-gr-gatoskilo
royal canin|medium light weight care|dog|dry,2,2,0,data/imports/royal_canin_gr_product_extract_v2.csv,royal-canin-medium-light-weight-care-dog-dry-gr-official,Royal Canin Medium Light Weight Care,candidate,82.0,,Use best row for preview; keep alternatives as evidence/backfill references.,royal-canin-medium-light-weight-care-dog-dry-gr-gatoskilo
royal canin|mini dental care|dog|dry,2,2,0,data/imports/royal_canin_gr_product_extract_v2.csv,royal-canin-mini-dental-care-dog-dry-gr-official,Royal Canin Mini Dental Care,candidate,82.0,,Use best row for preview; keep alternatives as evidence/backfill references.,royal-canin-mini-dental-care-dog-dry-gr-gatoskilo
royal canin|mini dermacomfort|dog|dry,2,2,0,data/imports/royal_canin_gr_product_extract_v2.csv,royal-canin-mini-dermacomfort-dog-dry-gr-official,Royal Canin Mini Dermacomfort,candidate,82.0,,Use best row for preview; keep alternatives as evidence/backfill references.,royal-canin-mini-dermacomfort-dog-dry-gr-gatoskilo
royal canin|mini light weight care|dog|dry,2,2,0,data/imports/royal_canin_gr_product_extract_v2.csv,royal-canin-mini-light-weight-care-dog-dry-gr-official,Royal Canin Mini Light Weight Care,candidate,82.0,,Use best row for preview; keep alternatives as evidence/backfill references.,royal-canin-mini-light-weight-care-dog-dry-gr-gatoskilo
royal canin|mini urinary care|dog|dry,2,2,0,data/imports/royal_canin_gr_product_extract_v2.csv,royal-canin-mini-urinary-care-dog-dry-gr-official,Royal Canin Mini Urinary Care,candidate,82.0,,Use best row for preview; keep alternatives as evidence/backfill references.,royal-canin-mini-urinary-care-dog-dry-gr-gatoskilo
royal canin|miniature schnauzer adult|dog|dry,2,1,1,data/imports/royal_canin_gr_product_extract_v2.csv,royal-canin-miniature-schnauzer-adult-dog-dry-gr-official,Royal Canin Miniature Schnauzer Adult,candidate,82.0,,Use best row for preview; keep alternatives as evidence/backfill references.,royal-canin-miniature-schnauzer-adult-dog-dry-gr-photo
royal canin|yorkshire terrier puppy|dog|dry,2,1,1,data/imports/royal_canin_gr_product_extract_v2.csv,royal-canin-yorkshire-terrier-puppy-dog-dry-gr-official,Royal Canin Yorkshire Terrier Puppy,candidate,82.0,,Use best row for preview; keep alternatives as evidence/backfill references.,royal-canin-yorkshire-terrier-puppy-dog-dry-gr-photo
royal canin|maxi adult 5 plus|dog|dry,2,1,1,data/imports/gatoskilo_royal_canin_dog_html_batch_v2.csv,royal-canin-maxi-adult-5-dog-dry-gr-gatoskilo,Royal Canin Maxi Adult 5+ 15kg,candidate,80.0,,Use best row for preview; keep alternatives as evidence/backfill references.,royal-canin-maxi-adult-5-dog-dry-gr-official
royal canin|medium adult 7 plus|dog|dry,2,1,1,data/imports/gatoskilo_royal_canin_dog_html_batch_v2.csv,royal-canin-medium-adult-7-dog-dry-gr-gatoskilo,Royal Canin Medium Adult 7+ 4kg,candidate,80.0,,Use best row for preview; keep alternatives as evidence/backfill references.,royal-canin-medium-adult-7-dog-dry-gr-official
royal canin|medium ageing 10 plus|dog|dry,2,1,1,data/imports/gatoskilo_royal_canin_dog_html_batch_v2.csv,royal-canin-medium-ageing-10-dog-dry-gr-gatoskilo,Royal Canin Medium Ageing 10+ 3kg,candidate,80.0,,Use best row for preview; keep alternatives as evidence/backfill references.,royal-canin-medium-ageing-10-dog-dry-gr-official
royal canin|mini adult 8 plus|dog|dry,2,1,1,data/imports/gatoskilo_royal_canin_dog_html_batch_v2.csv,royal-canin-mini-adult-8-dog-dry-gr-gatoskilo,Royal Canin Mini Adult 8+ 2kg,candidate,80.0,,Use best row for preview; keep alternatives as evidence/backfill references.,royal-canin-mini-adult-8-dog-dry-gr-official
orijen|6 fish|cat|dry,2,0,2,data/imports/retailer_source_backfill_v2.csv,orijen-6-fish-cat-dry-gr-document,ORIJEN 6 Fish,hold,60.0,kcal_per_100g_or_kcal_per_kg,Keep in review until blockers are resolved.,orijen-6-fish-cat-dry-gr-document
orijen|cat and kitten|cat|dry,2,0,2,data/imports/retailer_source_backfill_v2.csv,orijen-cat-kitten-cat-dry-gr-document,ORIJEN Cat & Kitten,hold,60.0,kcal_per_100g_or_kcal_per_kg,Keep in review until blockers are resolved.,orijen-cat-kitten-cat-dry-gr-document
orijen|regional red|cat|dry,2,0,2,data/imports/retailer_source_backfill_v2.csv,orijen-regional-red-cat-dry-gr-document,ORIJEN Regional Red,hold,60.0,kcal_per_100g_or_kcal_per_kg,Keep in review until blockers are resolved.,orijen-regional-red-cat-dry-gr-document
orijen|tundra|cat|dry,2,0,2,data/imports/retailer_source_backfill_v2.csv,orijen-tundra-cat-dry-gr-document,ORIJEN Tundra,hold,60.0,kcal_per_100g_or_kcal_per_kg,Keep in review until blockers are resolved.,orijen-tundra-cat-dry-gr-document
acana|grasslands adult cat and kitten|cat|dry,2,0,2,data/imports/retailer_source_backfill_v2.csv,acana-acana-grasslands-adult-cat-kitten-cat-dry-gr-spreadsheet,ACANA Grasslands Adult Cat & Kitten,hold,54.0,kcal_per_100g_or_kcal_per_kg,Keep in review until blockers are resolved.,acana-acana-grasslands-adult-cat-kitten-cat-dry-gr-spreadsheet
acana|pacifica adult cat and kitten|cat|dry,2,0,2,data/imports/retailer_source_backfill_v2.csv,acana-acana-pacifica-adult-cat-kitten-cat-dry-gr-spreadsheet,ACANA Pacifica Adult Cat & Kitten,hold,54.0,kcal_per_100g_or_kcal_per_kg,Keep in review until blockers are resolved.,acana-acana-pacifica-adult-cat-kitten-cat-dry-gr-spreadsheet
leonardo|kitten chicken|cat|dry,2,0,2,data/imports/retailer_source_backfill_v2.csv,leonardo-leonardo-kitten-με-κοτοπουλο-cat-dry-gr-spreadsheet,Leonardo Kitten με Κοτόπουλο,hold,54.0,kcal_per_100g_or_kcal_per_kg,Keep in review until blockers are resolved.,leonardo-leonardo-kitten-με-κοτοπουλο-cat-dry-gr-spreadsheet
orijen|acana tundra adult cat and kitten|cat|dry,2,0,2,data/imports/retailer_source_backfill_v2.csv,orijen-acana-tundra-adult-cat-kitten-cat-dry-gr-spreadsheet,ORIJEN Acana Tundra Adult Cat & Kitten,hold,54.0,kcal_per_100g_or_kcal_per_kg,Keep in review until blockers are resolved.,orijen-acana-tundra-adult-cat-kitten-cat-dry-gr-spreadsheet
orijen|adult cat and kitten|cat|dry,2,0,2,data/imports/retailer_source_backfill_v2.csv,orijen-orijen-adult-cat-kitten-cat-dry-gr-spreadsheet,ORIJEN Adult Cat & Kitten,hold,54.0,kcal_per_100g_or_kcal_per_kg,Keep in review until blockers are resolved.,orijen-orijen-adult-cat-kitten-cat-dry-gr-spreadsheet
orijen|regional red adult cat and kitten|cat|dry,2,0,2,data/imports/retailer_source_backfill_v2.csv,orijen-orijen-regional-red-adult-cat-kitten-cat-dry-gr-spreadsheet,ORIJEN Regional Red Adult Cat & Kitten,hold,54.0,kcal_per_100g_or_kcal_per_kg,Keep in review until blockers are resolved.,orijen-orijen-regional-red-adult-cat-kitten-cat-dry-gr-spreadsheet
orijen|six fish adult cat and kitten|cat|dry,2,0,2,data/imports/retailer_source_backfill_v2.csv,orijen-orijen-six-fish-adult-cat-kitten-cat-dry-gr-spreadsheet,ORIJEN Six Fish Adult Cat & Kitten,hold,54.0,kcal_per_100g_or_kcal_per_kg,Keep in review until blockers are resolved.,orijen-orijen-six-fish-adult-cat-kitten-cat-dry-gr-spreadsheet
royal canin|mini adult|dog|dry,2,0,2,data/imports/royal_canin_gr_product_extract_v2.csv,royal-canin-mini-adult-dog-dry-gr-official,Royal Canin MINI ADULT,hold,52.0,protein_percent,Keep in review until blockers are resolved.,royal-canin-mini-adult-dog-dry-gr-photo
hill s|sp kitten chicken|cat|dry,2,0,2,data/imports/retailer_source_backfill_v2.csv,hill-s-hill-s-sp-kitten-με-κοτοπουλο-cat-dry-gr-spreadsheet,Hill's SP Kitten με Κοτόπουλο,hold,50.0,kcal_per_100g_or_kcal_per_kg,Keep in review until blockers are resolved.,hill-s-hill-s-sp-kitten-με-κοτοπουλο-cat-dry-gr-spreadsheet
josera|culinese poultry|cat|dry,2,0,2,data/imports/josera_document_extract_v2.csv,josera-josera-culinese-poultry-cat-dry-gr-document,Josera Culinese Poultry,hold,48.0,data_source_url_or_manual_photo,Keep in review until blockers are resolved.,josera-josera-culinese-poultry-cat-dry
josera|leger sterilised poultry|cat|dry,2,0,2,data/imports/josera_document_extract_v2.csv,josera-josera-leger-sterilised-poultry-cat-dry-gr-document,Josera Leger Sterilised Poultry,hold,48.0,data_source_url_or_manual_photo,Keep in review until blockers are resolved.,josera-josera-leger-sterilised-poultry-cat-dry
gemon|kitten chicken|cat|dry,2,0,2,data/imports/retailer_source_backfill_v2.csv,gemon-gemon-kitten-με-κοτοπουλο-cat-dry-gr-spreadsheet,Gemon Kitten με Κοτόπουλο,hold,44.0,kcal_per_100g_or_kcal_per_kg,Keep in review until blockers are resolved.,gemon-gemon-kitten-με-κοτοπουλο-cat-dry-gr-spreadsheet
prochoice|kitten lamb|cat|dry,2,0,2,data/imports/retailer_source_backfill_v2.csv,prochoice-prochoice-kitten-με-αρνι-cat-dry-gr-spreadsheet,Prochoice Kitten με Αρνί,hold,42.0,kcal_per_100g_or_kcal_per_kg,Keep in review until blockers are resolved.,prochoice-prochoice-kitten-με-αρνι-cat-dry-gr-spreadsheet
movex|daily habits angel rescue lamb|dog|dry,2,0,2,data/imports/mixed_eshop_spreadsheet_extract_v2.csv,movex-daily-habits-angel-rescue-με-αρνι-dog-dry-gr-spreadsheet,Movex Daily Habits Angel Rescue με Αρνί,hold,41.0,data_source_url_or_manual_photo,Keep in review until blockers are resolved.,movex-daily-habits-angel-rescue-lamb-dog-dry-gr-spreadsheet
josera|catelux duck and poultry|cat|dry,2,0,2,data/imports/josera_document_extract_v2.csv,josera-josera-catelux-duck-poultry-cat-dry-gr-document,Josera Catelux Duck & Poultry,hold,40.0,kcal_per_100g_or_kcal_per_kg|data_source_url_or_manual_photo,Keep in review until blockers are resolved.,josera-josera-catelux-duck-and-poultry-cat-dry
josera|dailycat|cat|dry,2,0,2,data/imports/josera_document_extract_v2.csv,josera-josera-dailycat-cat-dry-gr-document,Josera Dailycat,hold,40.0,kcal_per_100g_or_kcal_per_kg|data_source_url_or_manual_photo,Keep in review until blockers are resolved.,josera-josera-dailycat-cat-dry
josera|dailycat grain free poultry|cat|dry,2,0,2,data/imports/josera_document_extract_v2.csv,josera-josera-dailycat-grain-free-poultry-cat-dry-gr-document,Josera Dailycat Grain Free Poultry,hold,40.0,kcal_per_100g_or_kcal_per_kg|data_source_url_or_manual_photo,Keep in review until blockers are resolved.,josera-josera-dailycat-grain-free-poultry-cat-dry
ambrosia pet food|ambrosia adult mini beef and φρεσκα λευκα fish α|dog|dry,2,0,2,data/imports/mixed_eshop_spreadsheet_extract_v2.csv,ambrosia-pet-food-ambrosia-adult-mini-με-μοσχαρι-φρεσκα-λευκα-ψαρια-dog-dry-gr-spreadsheet,Ambrosia Pet Food Ambrosia Adult Mini με Μοσχάρι & Φρέσκα Λευκά Ψάρια,hold,38.0,data_source_url_or_manual_photo,Keep in review until blockers are resolved.,ambrosia-pet-food-ambrosia-adult-mini-beef-fish-dog-dry-gr-spreadsheet
ambrosia pet food|ambrosia adult mini φρεσκια turkey and salmon|dog|dry,2,0,2,data/imports/mixed_eshop_spreadsheet_extract_v2.csv,ambrosia-pet-food-ambrosia-adult-mini-με-φρεσκια-γαλοπουλα-σολομο-dog-dry-gr-spreadsheet,Ambrosia Pet Food Ambrosia Adult Mini με Φρέσκια Γαλοπούλα & Σολομό,hold,38.0,data_source_url_or_manual_photo,Keep in review until blockers are resolved.,ambrosia-pet-food-ambrosia-adult-mini-turkey-salmon-dog-dry-gr-spreadsheet
dog and dog|puppy all breed chicken|dog|dry,2,0,2,data/imports/retailer_source_backfill_v2.csv,dog-dog-dog-dog-puppy-all-breed-με-κοτοπουλο-dog-dry-gr-ods,Dog & Dog Puppy All Breed με Κοτόπουλο,hold,38.0,kcal_per_100g_or_kcal_per_kg,Keep in review until blockers are resolved.,dog-dog-dog-dog-puppy-all-breed-με-κοτοπουλο-dog-dry-gr-ods
josera|kitten grain free poultry and salmon oil|cat|dry,2,0,2,data/imports/wave1_royal_josera_foods_v2.csv,josera-josera-kitten-grain-free-poultry-and-salmon-oil-cat-dry,JOSERA KITTEN GRAIN FREE POULTRY & SALMON OIL,hold,37.0,kcal_per_100g_or_kcal_per_kg|data_source_url_or_manual_photo,Keep in review until blockers are resolved.,josera-josera-kitten-grain-free-poultry-salmon-oil-cat-dry-gr-document
josera|naturelle sterilised trout|cat|dry,2,0,2,data/imports/wave1_royal_josera_foods_v2.csv,josera-josera-naturelle-sterilised-trout-cat-dry,JOSERA NATURELLE STERILISED TROUT,hold,37.0,kcal_per_100g_or_kcal_per_kg|data_source_url_or_manual_photo,Keep in review until blockers are resolved.,josera-josera-naturelle-sterilised-trout-cat-dry-gr-document
ambrosia pet food|ambrosia adult chicken and φρεσκο salmon|dog|dry,2,0,2,data/imports/mixed_eshop_spreadsheet_extract_v2.csv,ambrosia-pet-food-ambrosia-adult-με-κοτοπουλο-φρεσκο-σολομο-dog-dry-gr-spreadsheet,Ambrosia Pet Food Ambrosia Adult με Κοτόπουλο & Φρέσκο Σολομό,hold,34.0,fiber_percent|data_source_url_or_manual_photo,Keep in review until blockers are resolved.,ambrosia-pet-food-ambrosia-adult-chicken-salmon-dog-dry-gr-spreadsheet
ambrosia pet food|ambrosia senior light and sterilized turkey and φρεσκο salmon|dog|dry,2,0,2,data/imports/mixed_eshop_spreadsheet_extract_v2.csv,ambrosia-pet-food-ambrosia-senior-light-sterilized-με-γαλοπουλα-φρεσκο-σολομο-dog-dry-gr-spreadsheet,Ambrosia Pet Food Ambrosia Senior Light & Sterilized με Γαλοπούλα & Φρέσκο Σολομό,hold,34.0,fiber_percent|data_source_url_or_manual_photo,Keep in review until blockers are resolved.,ambrosia-pet-food-ambrosia-senior-light-sterilized-turkey-salmon-dog-dry-gr-spreadsheet
josera|marinese hypoallergenic grain free salmon monoprotein|cat|dry,2,0,2,data/imports/wave1_royal_josera_foods_v2.csv,josera-josera-marinese-hypoallergenic-grain-free-salmon-monoprotein-cat-dry,JOSERA MARINESE HYPOALLERGENIC GRAIN FREE SALMON monoprotein,hold,34.0,kcal_per_100g_or_kcal_per_kg|data_source_url_or_manual_photo,Keep in review until blockers are resolved.,josera-josera-marinese-hypoallergenic-grain-free-salmon-monoprotein-cat-dry-gr-document
josera|senior renal|cat|dry,2,0,2,data/imports/wave1_royal_josera_foods_v2.csv,josera-josera-senior-renal-cat-dry,JOSERA SENIOR RENAL,hold,34.0,kcal_per_100g_or_kcal_per_kg|data_source_url_or_manual_photo,Keep in review until blockers are resolved.,josera-josera-senior-renal-cat-dry-gr-document
josera|sensicat poultry|cat|dry,2,0,2,data/imports/wave1_royal_josera_foods_v2.csv,josera-josera-sensicat-poultry-cat-dry,JOSERA SENSICAT POULTRY,hold,34.0,kcal_per_100g_or_kcal_per_kg|data_source_url_or_manual_photo,Keep in review until blockers are resolved.,josera-josera-sensicat-poultry-cat-dry-gr-document
