source_file,extension,title,source_url,source_domain,probable_food_page,has_ingredients,has_analysis,has_kcal,has_ash,has_minerals,has_feeding_guide,duplicate_url_count,duplicate_title_count,readiness,notes
C:\Users\NIOstb\Desktop\photo_foods_nutritail\gatoskilo htmls part 1\Brit Care Mini Dog Adult Grain Free Light & Sterilised Rabbit & Salmon 2kg - Gatoskilo.html,html,Brit Care Mini Dog Adult Grain Free Light & Sterilised Rabbit & Salmon 2kg,https://www.gatoskilo.gr/ksira-trofi-skyloy/26578-brit-care-mini-dog-adult-grain-free-light-sterilised-rabbit-salmon-2kg.html,gatoskilo.gr,yes,yes,yes,yes,yes,yes,yes,1,2,strong_import_candidate,duplicate_title_or_pack_variant|feeding_guide_available
C:\Users\NIOstb\Desktop\photo_foods_nutritail\gatoskilo htmls part 1\Brit Care Mini Dog Adult Grain Free Light & Sterilised Rabbit & Salmon 7kg - Gatoskilo.html,html,Brit Care Mini Dog Adult Grain Free Light & Sterilised Rabbit & Salmon 7kg,https://www.gatoskilo.gr/ksira-trofi-skyloy/26580-brit-care-mini-dog-adult-grain-free-light-sterilised-rabbit-salmon-7kg.html,gatoskilo.gr,yes,yes,yes,yes,yes,yes,yes,1,2,strong_import_candidate,duplicate_title_or_pack_variant|feeding_guide_available
C:\Users\NIOstb\Desktop\photo_foods_nutritail\gatoskilo htmls part 1\Brit Care Mini Dog Adult Sensitive Grain Free Venison 2kg - Gatoskilo.html,html,Brit Care Mini Dog Adult Sensitive Grain Free Venison 2kg,https://www.gatoskilo.gr/ksira-trofi-skyloy/26584-brit-care-mini-dog-adult-sensitive-grain-free-venison-2kg.html,gatoskilo.gr,yes,yes,yes,yes,yes,yes,yes,1,2,strong_import_candidate,duplicate_title_or_pack_variant|feeding_guide_available
C:\Users\NIOstb\Desktop\photo_foods_nutritail\gatoskilo htmls part 1\Brit Care Mini Dog Adult Sensitive Grain Free Venison 7kg - Gatoskilo.html,html,Brit Care Mini Dog Adult Sensitive Grain Free Venison 7kg,https://www.gatoskilo.gr/ksira-trofi-skyloy/26586-brit-care-mini-dog-adult-sensitive-grain-free-venison-7kg.html,gatoskilo.gr,yes,yes,yes,yes,yes,yes,yes,1,2,strong_import_candidate,duplicate_title_or_pack_variant|feeding_guide_available
C:\Users\NIOstb\Desktop\photo_foods_nutritail\gatoskilo htmls part 1\Brit Care Mini Dog Adult Yorkshire Salmon & Tuna 2kg - Gatoskilo.html,html,Brit Care Mini Dog Adult Yorkshire Salmon & Tuna 2kg,https://www.gatoskilo.gr/ksira-trofi-skyloy/26587-brit-care-mini-dog-adult-yorkshire-salmon-tuna-2kg.html,gatoskilo.gr,yes,yes,yes,yes,yes,yes,yes,1,1,strong_import_candidate,feeding_guide_available
C:\Users\NIOstb\Desktop\photo_foods_nutritail\gatoskilo htmls part 1\Brit Care Mini Dog Puppy Grain Free Lamb 2kg - Gatoskilo.html,html,Brit Care Mini Dog Puppy Grain Free Lamb 2kg,https://www.gatoskilo.gr/ksira-trofi-skyloy/26581-brit-care-mini-dog-puppy-grain-free-lamb-2kg.html,gatoskilo.gr,yes,yes,yes,yes,yes,yes,yes,1,1,strong_import_candidate,feeding_guide_available
C:\Users\NIOstb\Desktop\photo_foods_nutritail\gatoskilo htmls part 1\Brit Care Sustainable Dog Adult Large Chicken & Insect 12kg - Gatoskilo.html,html,Brit Care Sustainable Dog Adult Large Chicken & Insect 12kg,https://www.gatoskilo.gr/ksira-trofi-skyloy/26549-brit-care-sustainable-dog-adult-large-chicken-insect-12kg.html,gatoskilo.gr,yes,yes,yes,yes,yes,yes,yes,1,1,strong_import_candidate,feeding_guide_available
C:\Users\NIOstb\Desktop\photo_foods_nutritail\gatoskilo htmls part 1\Brit Care Sustainable Dog Senior Chicken & Insect 12kg - Gatoskilo.html,html,Brit Care Sustainable Dog Senior Chicken & Insect 12kg,https://www.gatoskilo.gr/ksira-trofi-skyloy/26564-brit-care-sustainable-dog-senior-chicken-insect-12kg.html,gatoskilo.gr,yes,yes,yes,yes,yes,yes,yes,1,2,strong_import_candidate,duplicate_title_or_pack_variant|feeding_guide_available
C:\Users\NIOstb\Desktop\photo_foods_nutritail\gatoskilo htmls part 1\Brit Care Sustainable Dog Senior Chicken & Insect 3kg - Gatoskilo.html,html,Brit Care Sustainable Dog Senior Chicken & Insect 3kg,https://www.gatoskilo.gr/ksira-trofi-skyloy/26565-brit-care-sustainable-dog-senior-chicken-insect-3kg.html,gatoskilo.gr,yes,yes,yes,yes,yes,yes,yes,1,2,strong_import_candidate,duplicate_title_or_pack_variant|feeding_guide_available
C:\Users\NIOstb\Desktop\photo_foods_nutritail\gatoskilo htmls part 1\Brit Fresh Beef Dog Junior Large Growth & Joints 12kg - Gatoskilo.html,html,Brit Fresh Beef Dog Junior Large Growth & Joints 12kg,https://www.gatoskilo.gr/ksira-trofi-skyloy/26934-brit-fresh-beef-dog-junior-large-growth-joints-12kg.html,gatoskilo.gr,yes,yes,yes,yes,yes,yes,yes,1,1,strong_import_candidate,feeding_guide_available
C:\Users\NIOstb\Desktop\photo_foods_nutritail\gatoskilo htmls part 1\Brit Fresh Chicken Dog Adult Great Life 12kg - Gatoskilo.html,html,Brit Fresh Chicken Dog Adult Great Life 12kg,https://www.gatoskilo.gr/ksira-trofi-skyloy/26932-brit-fresh-chicken-dog-adult-great-life-12kg.html,gatoskilo.gr,yes,yes,yes,yes,yes,yes,yes,1,2,strong_import_candidate,duplicate_title_or_pack_variant|feeding_guide_available
C:\Users\NIOstb\Desktop\photo_foods_nutritail\gatoskilo htmls part 1\Brit Fresh Chicken Dog Adult Great Life 2.5kg - Gatoskilo.html,html,Brit Fresh Chicken Dog Adult Great Life 2.5kg,https://www.gatoskilo.gr/ksira-trofi-skyloy/26933-brit-fresh-chicken-dog-adult-great-life-25kg.html,gatoskilo.gr,yes,yes,yes,yes,yes,yes,yes,1,2,strong_import_candidate,duplicate_title_or_pack_variant|feeding_guide_available
C:\Users\NIOstb\Desktop\photo_foods_nutritail\gatoskilo htmls part 1\Brit Fresh Chicken Dog Junior Healthy Growth 12kg - Gatoskilo.html,html,Brit Fresh Chicken Dog Junior Healthy Growth 12kg,https://www.gatoskilo.gr/ksira-trofi-skyloy/26930-brit-fresh-chicken-dog-junior-healthy-growth-12kg.html,gatoskilo.gr,yes,yes,yes,yes,yes,yes,yes,1,2,strong_import_candidate,duplicate_title_or_pack_variant|feeding_guide_available
C:\Users\NIOstb\Desktop\photo_foods_nutritail\gatoskilo htmls part 1\Brit Fresh Chicken Dog Junior Healthy Growth 2.5kg - Gatoskilo.html,html,Brit Fresh Chicken Dog Junior Healthy Growth 2.5kg,https://www.gatoskilo.gr/ksira-trofi-skyloy/26931-brit-fresh-chicken-dog-junior-healthy-growth-25kg.html,gatoskilo.gr,yes,yes,yes,yes,yes,yes,yes,1,2,strong_import_candidate,duplicate_title_or_pack_variant|feeding_guide_available
C:\Users\NIOstb\Desktop\photo_foods_nutritail\gatoskilo htmls part 1\Brit Fresh Duck Dog Adult Run & Work 12kg - Gatoskilo.html,html,Brit Fresh Duck Dog Adult Run & Work 12kg,https://www.gatoskilo.gr/ksira-trofi-skyloy/26940-brit-fresh-duck-dog-adult-run-work-12kg.html,gatoskilo.gr,yes,yes,yes,yes,yes,yes,yes,1,1,strong_import_candidate,feeding_guide_available
C:\Users\NIOstb\Desktop\photo_foods_nutritail\gatoskilo htmls part 1\Brit Fresh Fish Dog Adult Large Muscles & Joints 12kg - Gatoskilo.html,html,Brit Fresh Fish Dog Adult Large Muscles & Joints 12kg,https://www.gatoskilo.gr/ksira-trofi-skyloy/26936-brit-fresh-fish-dog-adult-large-muscles-joints-12kg.html,gatoskilo.gr,yes,yes,yes,yes,yes,yes,yes,1,1,strong_import_candidate,feeding_guide_available
C:\Users\NIOstb\Desktop\photo_foods_nutritail\gatoskilo htmls part 1\Brit Fresh Turkey Dog Senior Fit & Slim 2.5kg - Gatoskilo.html,html,Brit Fresh Turkey Dog Senior Fit & Slim 2.5kg,https://www.gatoskilo.gr/ksira-trofi-skyloy/26939-brit-fresh-turkey-dog-senior-fit-slim-25kg.html,gatoskilo.gr,yes,yes,yes,yes,yes,yes,yes,1,1,strong_import_candidate,feeding_guide_available
C:\Users\NIOstb\Desktop\photo_foods_nutritail\gatoskilo htmls part 1\Brit Premium By Nature Adult Small 1kg - Gatoskilo.html,html,Brit Premium By Nature Adult Small 1kg,https://www.gatoskilo.gr/ksira-trofi-skyloy/26825-brit-premium-by-nature-adult-small-1kg.html,gatoskilo.gr,yes,yes,yes,yes,yes,yes,yes,1,3,strong_import_candidate,duplicate_title_or_pack_variant|feeding_guide_available
C:\Users\NIOstb\Desktop\photo_foods_nutritail\gatoskilo htmls part 1\Brit Premium By Nature Adult Small 3kg - Gatoskilo.html,html,Brit Premium By Nature Adult Small 3kg,https://www.gatoskilo.gr/ksira-trofi-skyloy/26826-brit-premium-by-nature-adult-small-3kg.html,gatoskilo.gr,yes,yes,yes,yes,yes,yes,yes,1,3,strong_import_candidate,duplicate_title_or_pack_variant|feeding_guide_available
C:\Users\NIOstb\Desktop\photo_foods_nutritail\gatoskilo htmls part 1\Brit Premium By Nature Adult Small 8kg - Gatoskilo.html,html,Brit Premium By Nature Adult Small 8kg,https://www.gatoskilo.gr/ksira-trofi-skyloy/26827-brit-premium-by-nature-adult-small-8kg.html,gatoskilo.gr,yes,yes,yes,yes,yes,yes,yes,1,3,strong_import_candidate,duplicate_title_or_pack_variant|feeding_guide_available
C:\Users\NIOstb\Desktop\photo_foods_nutritail\gatoskilo htmls part 1\Brit Premium By Nature Cat Adult Chicken 8kg - Gatoskilo.html,html,Brit Premium By Nature Cat Adult Chicken 8kg,https://www.gatoskilo.gr/ksira-trofi-gatas/26882-brit-premium-by-nature-cat-adult-chicken-8kg.html,gatoskilo.gr,yes,yes,yes,yes,yes,yes,yes,1,1,strong_import_candidate,feeding_guide_available
C:\Users\NIOstb\Desktop\photo_foods_nutritail\gatoskilo htmls part 1\Brit Premium By Nature Cat Adult Salmon 300gr - Gatoskilo.html,html,Brit Premium By Nature Cat Adult Salmon 300gr,https://www.gatoskilo.gr/ksira-trofi-gatas/26883-brit-premium-by-nature-cat-adult-salmon-300gr.html,gatoskilo.gr,yes,yes,yes,yes,yes,yes,yes,1,1,strong_import_candidate,feeding_guide_available
C:\Users\NIOstb\Desktop\photo_foods_nutritail\gatoskilo htmls part 1\Brit Premium By Nature Cat Adult Salmon 8kg - Gatoskilo.html,html,Brit Premium By Nature Cat Adult Salmon 8kg,https://www.gatoskilo.gr/ksira-trofi-gatas/26885-brit-premium-by-nature-cat-adult-salmon-8kg.html,gatoskilo.gr,yes,yes,yes,yes,yes,yes,yes,1,1,strong_import_candidate,feeding_guide_available
C:\Users\NIOstb\Desktop\photo_foods_nutritail\gatoskilo htmls part 1\Brit Premium By Nature Cat Kitten 1.5kg - Gatoskilo.html,html,Brit Premium By Nature Cat Kitten 1.5kg,https://www.gatoskilo.gr/ksira-trofi-gatas/26878-brit-premium-by-nature-cat-kitten-15kg.html,gatoskilo.gr,yes,yes,yes,yes,yes,yes,yes,1,2,strong_import_candidate,duplicate_title_or_pack_variant|feeding_guide_available
C:\Users\NIOstb\Desktop\photo_foods_nutritail\gatoskilo htmls part 1\Brit Premium By Nature Cat Kitten 300gr - Gatoskilo.html,html,Brit Premium By Nature Cat Kitten 300gr,https://www.gatoskilo.gr/ksira-trofi-gatas/26877-brit-premium-by-nature-cat-kitten-300gr.html,gatoskilo.gr,yes,yes,yes,yes,yes,yes,yes,1,1,strong_import_candidate,feeding_guide_available
C:\Users\NIOstb\Desktop\photo_foods_nutritail\gatoskilo htmls part 1\Brit Premium By Nature Cat Kitten 8kg - Gatoskilo.html,html,Brit Premium By Nature Cat Kitten 8kg,https://www.gatoskilo.gr/ksira-trofi-gatas/26879-brit-premium-by-nature-cat-kitten-8kg.html,gatoskilo.gr,yes,yes,yes,yes,yes,yes,yes,1,2,strong_import_candidate,duplicate_title_or_pack_variant|feeding_guide_available
C:\Users\NIOstb\Desktop\photo_foods_nutritail\gatoskilo htmls part 1\Brit Premium By Nature Cat Sterilised Chicken 1.5kg - Gatoskilo.html,html,Brit Premium By Nature Cat Sterilised Chicken 1.5kg,https://www.gatoskilo.gr/ksira-trofi-gatas/26890-brit-premium-by-nature-cat-sterilised-chicken-15kg.html,gatoskilo.gr,yes,yes,yes,yes,yes,yes,yes,1,2,strong_import_candidate,duplicate_title_or_pack_variant|feeding_guide_available
C:\Users\NIOstb\Desktop\photo_foods_nutritail\gatoskilo htmls part 1\Brit Premium By Nature Cat Sterilised Chicken 8kg - Gatoskilo.html,html,Brit Premium By Nature Cat Sterilised Chicken 8kg,https://www.gatoskilo.gr/ksira-trofi-gatas/26891-brit-premium-by-nature-cat-sterilised-chicken-8kg.html,gatoskilo.gr,yes,yes,yes,yes,yes,yes,yes,1,2,strong_import_candidate,duplicate_title_or_pack_variant|feeding_guide_available
C:\Users\NIOstb\Desktop\photo_foods_nutritail\gatoskilo htmls part 1\Brit Premium By Nature Cat Sterilised Lamb 8kg - Gatoskilo.html,html,Brit Premium By Nature Cat Sterilised Lamb 8kg,https://www.gatoskilo.gr/ksira-trofi-gatas/26894-brit-premium-by-nature-cat-sterilised-lamb-8kg.html,gatoskilo.gr,yes,yes,yes,yes,yes,yes,yes,1,1,strong_import_candidate,feeding_guide_available
C:\Users\NIOstb\Desktop\photo_foods_nutritail\gatoskilo htmls part 1\Brit Premium By Nature Cat Sterilised Salmon 8kg - Gatoskilo.html,html,Brit Premium By Nature Cat Sterilised Salmon 8kg,https://www.gatoskilo.gr/ksira-trofi-gatas/26897-brit-premium-by-nature-cat-sterilised-salmon-8kg.html,gatoskilo.gr,yes,yes,yes,yes,yes,yes,yes,1,1,strong_import_candidate,feeding_guide_available
C:\Users\NIOstb\Desktop\photo_foods_nutritail\gatoskilo htmls part 1\Brit Premium By Nature Junior Extra Large 15kg - Gatoskilo.html,html,Brit Premium By Nature Junior Extra Large 15kg,https://www.gatoskilo.gr/ksira-trofi-skyloy/26840-brit-premium-by-nature-junior-extra-large-15kg.html,gatoskilo.gr,yes,yes,yes,yes,yes,yes,yes,1,1,strong_import_candidate,feeding_guide_available
C:\Users\NIOstb\Desktop\photo_foods_nutritail\gatoskilo htmls part 1\Brit Premium By Nature Junior Large 15kg - Gatoskilo.html,html,Brit Premium By Nature Junior Large 15kg,https://www.gatoskilo.gr/ksira-trofi-skyloy/26832-brit-premium-by-nature-junior-large-15kg.html,gatoskilo.gr,yes,yes,yes,yes,yes,yes,yes,1,1,strong_import_candidate,feeding_guide_available
C:\Users\NIOstb\Desktop\photo_foods_nutritail\gatoskilo htmls part 1\Brit Premium By Nature Junior Medium 15kg - Gatoskilo.html,html,Brit Premium By Nature Junior Medium 15kg,https://www.gatoskilo.gr/ksira-trofi-skyloy/26835-brit-premium-by-nature-junior-medium-15kg.html,gatoskilo.gr,yes,yes,yes,yes,yes,yes,yes,1,1,strong_import_candidate,feeding_guide_available
C:\Users\NIOstb\Desktop\photo_foods_nutritail\gatoskilo htmls part 1\Brit Premium By Nature Junior Small 1kg - Gatoskilo.html,html,Brit Premium By Nature Junior Small 1kg,https://www.gatoskilo.gr/ksira-trofi-skyloy/26837-brit-premium-by-nature-junior-small-1kg.html,gatoskilo.gr,yes,yes,yes,yes,yes,yes,yes,1,1,strong_import_candidate,feeding_guide_available
C:\Users\NIOstb\Desktop\photo_foods_nutritail\gatoskilo htmls part 1\Brit Premium By Nature Sensitive Lamb & Rice 15kg - Gatoskilo.html,html,Brit Premium By Nature Sensitive Lamb & Rice 15kg,https://www.gatoskilo.gr/ksira-trofi-skyloy/26851-brit-premium-by-nature-sensitive-lamb-rice-15kg.html,gatoskilo.gr,yes,yes,yes,yes,yes,yes,yes,1,2,strong_import_candidate,duplicate_title_or_pack_variant|feeding_guide_available
C:\Users\NIOstb\Desktop\photo_foods_nutritail\gatoskilo htmls part 1\Brit Premium By Nature Sensitive Lamb & Rice 3kg - Gatoskilo.html,html,Brit Premium By Nature Sensitive Lamb & Rice 3kg,https://www.gatoskilo.gr/ksira-trofi-skyloy/26852-brit-premium-by-nature-sensitive-lamb-rice-3kg.html,gatoskilo.gr,yes,yes,yes,yes,yes,yes,yes,1,2,strong_import_candidate,duplicate_title_or_pack_variant|feeding_guide_available
C:\Users\NIOstb\Desktop\photo_foods_nutritail\gatoskilo htmls part 1\Brit Premium By Nature Sport 15kg - Gatoskilo.html,html,Brit Premium By Nature Sport 15kg,https://www.gatoskilo.gr/ksira-trofi-skyloy/26848-brit-premium-by-nature-sport-15kg.html,gatoskilo.gr,yes,yes,yes,yes,yes,yes,yes,1,2,strong_import_candidate,duplicate_title_or_pack_variant|feeding_guide_available
C:\Users\NIOstb\Desktop\photo_foods_nutritail\gatoskilo htmls part 1\Brit Premium By Nature Sport 3kg - Gatoskilo.html,html,Brit Premium By Nature Sport 3kg,https://www.gatoskilo.gr/ksira-trofi-skyloy/26849-brit-premium-by-nature-sport-3kg.html,gatoskilo.gr,yes,yes,yes,yes,yes,yes,yes,1,2,strong_import_candidate,duplicate_title_or_pack_variant|feeding_guide_available
C:\Users\NIOstb\Desktop\photo_foods_nutritail\gatoskilo htmls part 1\Calibra Vet Cat Gastrointestinal & Pancreas 2kg - Gatoskilo.html,html,Calibra Vet Cat Gastrointestinal & Pancreas 2kg,https://www.gatoskilo.gr/kliniki-ksiri-trofi-gatas/19553-calibra-vet-cat-gastrointestinal-pancreas-2kg.html,gatoskilo.gr,yes,yes,yes,yes,yes,yes,yes,1,1,strong_import_candidate,feeding_guide_available
C:\Users\NIOstb\Desktop\photo_foods_nutritail\gatoskilo htmls part 1\Calibra Vet Cat Renal & Cardiac 2kg - Gatoskilo.html,html,Calibra Vet Cat Renal & Cardiac 2kg,https://www.gatoskilo.gr/kliniki-ksiri-trofi-gatas/19555-calibra-vet-cat-renal-cardiac-2kg.html,gatoskilo.gr,yes,yes,yes,yes,yes,yes,yes,1,1,strong_import_candidate,feeding_guide_available
C:\Users\NIOstb\Desktop\photo_foods_nutritail\gatoskilo htmls part 1\Calibra Vet Dog Oxalate & Urate & Cystine 2kg - Gatoskilo.html,html,Calibra Vet Dog Oxalate & Urate & Cystine 2kg,https://www.gatoskilo.gr/kliniki-ksiri-trofi-skyloy/19576-calibra-vet-dog-oxalate-urate-cystine-2kg.html,gatoskilo.gr,yes,yes,yes,yes,yes,yes,yes,1,1,strong_import_candidate,feeding_guide_available
C:\Users\NIOstb\Desktop\photo_foods_nutritail\gatoskilo htmls part 1\Canagan Country Game For Cats 1.5kg - Gatoskilo.html,html,Canagan Country Game For Cats 1.5kg,https://www.gatoskilo.gr/ksira-trofi-gatas/3114-canagan-country-game-for-cats-15kg.html,gatoskilo.gr,yes,yes,yes,no,yes,yes,yes,1,2,import_candidate_needs_kcal_or_estimate,duplicate_title_or_pack_variant|missing_kcal|feeding_guide_available
C:\Users\NIOstb\Desktop\photo_foods_nutritail\gatoskilo htmls part 1\Canagan Country Game for Cats 4kg - Gatoskilo.html,html,Canagan Country Game for Cats 4kg,https://www.gatoskilo.gr/ksira-trofi-gatas/4863-canagan-country-game-for-cats-4kg.html,gatoskilo.gr,yes,yes,yes,no,yes,yes,yes,1,2,import_candidate_needs_kcal_or_estimate,duplicate_title_or_pack_variant|missing_kcal|feeding_guide_available
C:\Users\NIOstb\Desktop\photo_foods_nutritail\gatoskilo htmls part 1\Canagan Free Range Turkey Dental For Cats 1.5kg - Gatoskilo.html,html,Canagan Free Range Turkey Dental For Cats 1.5kg,https://www.gatoskilo.gr/ksira-trofi-gatas/9919-canagan-free-range-turkey-dental-for-cats-15kg.html,gatoskilo.gr,yes,yes,yes,no,yes,yes,yes,1,2,import_candidate_needs_kcal_or_estimate,duplicate_title_or_pack_variant|missing_kcal|feeding_guide_available
C:\Users\NIOstb\Desktop\photo_foods_nutritail\gatoskilo htmls part 1\Canagan Free Range Turkey Dental For Cats 375gr - Gatoskilo.html,html,Canagan Free Range Turkey Dental For Cats 375gr,https://www.gatoskilo.gr/ksira-trofi-gatas/9918-canagan-free-range-turkey-dental-for-cats-375gr.html,gatoskilo.gr,yes,yes,yes,no,yes,yes,yes,1,1,import_candidate_needs_kcal_or_estimate,missing_kcal|feeding_guide_available
C:\Users\NIOstb\Desktop\photo_foods_nutritail\gatoskilo htmls part 1\Canagan Free Range Turkey Dental For Cats 4kg - Gatoskilo.html,html,Canagan Free Range Turkey Dental For Cats 4kg,https://www.gatoskilo.gr/ksira-trofi-gatas/9920-canagan-free-range-turkey-dental-for-cats-4kg.html,gatoskilo.gr,yes,yes,yes,no,yes,yes,yes,1,2,import_candidate_needs_kcal_or_estimate,duplicate_title_or_pack_variant|missing_kcal|feeding_guide_available
C:\Users\NIOstb\Desktop\photo_foods_nutritail\gatoskilo htmls part 1\Canagan Free-Run Chicken For Cats 1.5kg - Gatoskilo.html,html,Canagan Free-Run Chicken For Cats 1.5kg,https://www.gatoskilo.gr/ksira-trofi-gatas/3107-canagan-free-run-chicken-for-cats-15kg.html,gatoskilo.gr,yes,yes,yes,no,yes,yes,yes,1,2,import_candidate_needs_kcal_or_estimate,duplicate_title_or_pack_variant|missing_kcal|feeding_guide_available
C:\Users\NIOstb\Desktop\photo_foods_nutritail\gatoskilo htmls part 1\Canagan Free-Run Chicken For Cats 4kg - Gatoskilo.html,html,Canagan Free-Run Chicken For Cats 4kg,https://www.gatoskilo.gr/ksira-trofi-gatas/3108-canagan-free-run-chicken-for-cats-4kg.html,gatoskilo.gr,yes,yes,yes,no,yes,yes,yes,1,2,import_candidate_needs_kcal_or_estimate,duplicate_title_or_pack_variant|missing_kcal|feeding_guide_available
C:\Users\NIOstb\Desktop\photo_foods_nutritail\gatoskilo htmls part 1\Canagan Light_Senior_Sterilised for Cats 1.5kg - Gatoskilo.html,html,Canagan Light/Senior/Sterilised for Cats 1.5kg,https://www.gatoskilo.gr/ksira-trofi-gatas/4788-canagan-light-senior-sterilised-for-cats-15kg.html,gatoskilo.gr,yes,no,yes,yes,yes,yes,yes,1,1,partial_review,feeding_guide_available
C:\Users\NIOstb\Desktop\photo_foods_nutritail\gatoskilo htmls part 1\Canagan Petite Chicken & Duck for Dogs 1.5kg - Gatoskilo.html,html,Canagan Petite Chicken & Duck for Dogs 1.5kg,https://www.gatoskilo.gr/ksira-trofi-skyloy/30025-canagan-petite-chicken-duck-for-dogs-15kg.html,gatoskilo.gr,yes,yes,yes,no,yes,yes,yes,1,1,import_candidate_needs_kcal_or_estimate,missing_kcal|feeding_guide_available
C:\Users\NIOstb\Desktop\photo_foods_nutritail\gatoskilo htmls part 1\Canagan Petite Chicken & Duck for Dogs 750gr - Gatoskilo.html,html,Canagan Petite Chicken & Duck for Dogs 750gr,https://www.gatoskilo.gr/ksira-trofi-skyloy/30024-canagan-petite-chicken-duck-for-dogs-750gr.html,gatoskilo.gr,yes,yes,yes,no,yes,yes,yes,1,1,import_candidate_needs_kcal_or_estimate,missing_kcal|feeding_guide_available
C:\Users\NIOstb\Desktop\photo_foods_nutritail\gatoskilo htmls part 1\Canagan Petite Chicken & Salmon for Dogs 1.5kg - Gatoskilo.html,html,Canagan Petite Chicken & Salmon for Dogs 1.5kg,https://www.gatoskilo.gr/ksira-trofi-skyloy/30027-canagan-petite-chicken-salmon-for-dogs-15kg.html,gatoskilo.gr,yes,yes,yes,no,yes,yes,yes,1,1,import_candidate_needs_kcal_or_estimate,missing_kcal|feeding_guide_available
C:\Users\NIOstb\Desktop\photo_foods_nutritail\gatoskilo htmls part 1\Canagan Petite Chicken & Salmon for Dogs 750gr - Gatoskilo.html,html,Canagan Petite Chicken & Salmon for Dogs 750gr,https://www.gatoskilo.gr/ksira-trofi-skyloy/30026-canagan-petite-chicken-salmon-for-dogs-750gr.html,gatoskilo.gr,yes,yes,yes,no,yes,yes,yes,1,1,import_candidate_needs_kcal_or_estimate,missing_kcal|feeding_guide_available
C:\Users\NIOstb\Desktop\photo_foods_nutritail\gatoskilo htmls part 1\Carnilove Adult Cats Carp & Trout 6kg - Sterilized - Gatoskilo.html,html,Carnilove Adult Cats Carp & Trout 6kg - Sterilized,https://www.gatoskilo.gr/ksira-trofi-gatas/7449-carnilove-adult-cats-carp-trout-6kg-sterilized.html,gatoskilo.gr,yes,yes,yes,yes,yes,yes,yes,1,1,strong_import_candidate,feeding_guide_available
C:\Users\NIOstb\Desktop\photo_foods_nutritail\gatoskilo htmls part 1\Carnilove Adult Cats Duck & Pheasant 6kg - Hairball Control - Gatoskilo.html,html,Carnilove Adult Cats Duck & Pheasant 6kg - Hairball Control,https://www.gatoskilo.gr/ksira-trofi-gatas/5032-carnilove-adult-cats-duck-pheasant-6kg-hairball-control.html,gatoskilo.gr,yes,yes,yes,yes,yes,yes,yes,1,1,strong_import_candidate,feeding_guide_available
C:\Users\NIOstb\Desktop\photo_foods_nutritail\gatoskilo htmls part 1\Carnilove Adult Cats Salmon 2kg - Sensitive & Long Hair - Gatoskilo.html,html,Carnilove Adult Cats Salmon 2kg - Sensitive & Long Hair,https://www.gatoskilo.gr/ksira-trofi-gatas/5033-carnilove-adult-cats-salmon-2kg-sensitive-long-hair.html,gatoskilo.gr,yes,yes,yes,yes,yes,yes,yes,1,2,strong_import_candidate,duplicate_title_or_pack_variant|feeding_guide_available
C:\Users\NIOstb\Desktop\photo_foods_nutritail\gatoskilo htmls part 1\Carnilove Adult Cats Salmon 6kg - Sensitive & Long Hair - Gatoskilo.html,html,Carnilove Adult Cats Salmon 6kg - Sensitive & Long Hair,https://www.gatoskilo.gr/ksira-trofi-gatas/5034-carnilove-adult-cats-salmon-6kg-sensitive-long-hair.html,gatoskilo.gr,yes,yes,yes,yes,yes,yes,yes,1,2,strong_import_candidate,duplicate_title_or_pack_variant|feeding_guide_available
C:\Users\NIOstb\Desktop\photo_foods_nutritail\gatoskilo htmls part 1\Carnilove Kittens Salmon & Turkey 2kg - Healthy Growth - Gatoskilo.html,html,Carnilove Kittens Salmon & Turkey 2kg - Healthy Growth,https://www.gatoskilo.gr/ksira-trofi-gatas/5029-carnilove-kittens-salmon-turkey-2kg-healthy-growth.html,gatoskilo.gr,yes,yes,yes,yes,yes,yes,yes,1,1,strong_import_candidate,feeding_guide_available
C:\Users\NIOstb\Desktop\photo_foods_nutritail\gatoskilo htmls part 1\Carnilove Lamb & Wild Boar Adult 1.5kg - Gatoskilo.html,html,Carnilove Lamb & Wild Boar Adult 1.5kg,https://www.gatoskilo.gr/ksira-trofi-skyloy/5019-carnilove-lamb-wild-boar-adult-15kg.html,gatoskilo.gr,yes,yes,yes,yes,yes,yes,yes,1,1,strong_import_candidate,feeding_guide_available
C:\Users\NIOstb\Desktop\photo_foods_nutritail\gatoskilo htmls part 1\Carnilove Salmon & Turkey Large Breed Puppy 1.5kg - Gatoskilo.html,html,Carnilove Salmon & Turkey Large Breed Puppy 1.5kg,https://www.gatoskilo.gr/ksira-trofi-skyloy/5027-carnilove-salmon-turkey-large-breed-puppy-15kg.html,gatoskilo.gr,yes,yes,yes,yes,yes,yes,yes,1,1,strong_import_candidate,feeding_guide_available
C:\Users\NIOstb\Desktop\photo_foods_nutritail\gatoskilo htmls part 1\Carnilove True Fresh Cat Adult & Sterilized Chicken 1.8kg - Gatoskilo.html,html,Carnilove True Fresh Cat Adult & Sterilized Chicken 1.8kg,https://www.gatoskilo.gr/ksira-trofi-gatas/21428-carnilove-true-fresh-cat-adult-sterilized-chicken-18kg.html,gatoskilo.gr,yes,no,yes,yes,yes,yes,yes,1,2,partial_review,duplicate_title_or_pack_variant|feeding_guide_available
