priority,gap_score,brand,display_name,species,format,life_stage,data_quality_status,source_priority,formula_key,missing_blockers,estimated_fields_to_replace,missing_helpful_fields,health_context,recommended_evidence,next_action,data_source_url
high,88,AdPet,FeedPoint Cat Adult Sterilised με Σολομό 15kg,cat,dry,adult,needs_review,retailer,adpet-feedpoint-cat-adult-sterilised-με-σολομο-cat-dry-gr-gatoskilo,calcium_percent|phosphorus_percent,kcal_per_100g,sodium_percent|magnesium_percent|omega3_percent|omega6_percent|epa_percent|dha_percent|epa_dha_percent,,official_page_pdf_or_label_photo_with_energy,Do not mark as confidently recommendable until blockers or context-critical fields are resolved.,https://www.gatoskilo.gr/ksira-trofi-gatas/28149-feedpoint-cat-adult-sterilised-me-solomo-15kg.html
high,88,Bedog,Bedog Vital 15kg,dog,dry,,needs_review,retailer,bedog-vital-dog-dry-gr-gatoskilo,calcium_percent|phosphorus_percent,kcal_per_100g,sodium_percent|magnesium_percent|omega3_percent|omega6_percent|epa_percent|dha_percent|epa_dha_percent,,official_page_pdf_or_label_photo_with_energy,Do not mark as confidently recommendable until blockers or context-critical fields are resolved.,https://www.gatoskilo.gr/ksira-trofi-skyloy/20948-bedog-vital-15kg.html
high,88,Friskies,Friskies Nutri Soft Βοδινό 1.5kg,dog,dry,,needs_review,retailer,friskies-nutri-soft-βοδινο-dog-dry-gr-gatoskilo,calcium_percent|phosphorus_percent,kcal_per_100g,sodium_percent|magnesium_percent|omega3_percent|omega6_percent|epa_percent|dha_percent|epa_dha_percent,,official_page_pdf_or_label_photo_with_energy,Do not mark as confidently recommendable until blockers or context-critical fields are resolved.,https://www.gatoskilo.gr/ksira-trofi-skyloy/10477-friskies-nutri-soft-vodino-15kg.html
high,88,Frolic,Frolic Adult Μοσχάρι 1.5kg,dog,dry,adult,needs_review,retailer,frolic-adult-μοσχαρι-dog-dry-gr-gatoskilo,calcium_percent|phosphorus_percent,kcal_per_100g,sodium_percent|magnesium_percent|omega3_percent|omega6_percent|epa_percent|dha_percent|epa_dha_percent,,official_page_pdf_or_label_photo_with_energy,Do not mark as confidently recommendable until blockers or context-critical fields are resolved.,https://www.gatoskilo.gr/ksira-trofi-skyloy/22711-frolic-adult-mosxari-15kg.html
high,88,Greca Cat,Greca Cat Adult Mix 20kg,cat,dry,adult,needs_review,retailer,greca-cat-adult-mix-cat-dry-gr-gatoskilo,calcium_percent|phosphorus_percent,kcal_per_100g,sodium_percent|magnesium_percent|omega3_percent|omega6_percent|epa_percent|dha_percent|epa_dha_percent,,official_page_pdf_or_label_photo_with_energy,Do not mark as confidently recommendable until blockers or context-critical fields are resolved.,https://www.gatoskilo.gr/ksira-trofi-gatas/27994-greca-cat-adult-mix-20kg.html
high,88,Happy Cat,Happy Cat Minkas Kitten Care 1.5kg,cat,dry,kitten,needs_review,retailer,happy-cat-minkas-kitten-care-cat-dry-gr-gatoskilo,,kcal_per_100g|moisture_percent,moisture_percent|omega3_percent|omega6_percent|epa_percent|dha_percent|epa_dha_percent,kitten,official_page_pdf_or_label_photo_with_energy,Do not mark as confidently recommendable until blockers or context-critical fields are resolved.,https://www.gatoskilo.gr/ksira-trofi-gatas/9169-happy-cat-minkas-kitten-care-15kg.html
high,88,Hills,Hill's PD Puppy i/d Digestive Care Active Biome+ με Κοτόπουλο 1.5kg,dog,dry,puppy,needs_review,retailer,hills-hill-s-pd-puppy-i-d-digestive-care-active-biome-με-κοτοπουλο-dog-dry-gr-gatoskilo,,kcal_per_100g|moisture_percent,moisture_percent|omega3_percent|omega6_percent|epa_percent|dha_percent|epa_dha_percent,puppy,official_page_pdf_or_label_photo_with_energy,Do not mark as confidently recommendable until blockers or context-critical fields are resolved.,https://www.gatoskilo.gr/kliniki-ksiri-trofi-skyloy/30271-hill-s-pd-puppy-i-d-digestive-care-active-biome-me-kotopoulo-15kg.html
high,88,Reflex,Reflex Plus Breed Pomeranian Adult Hypoallergenic 2kg,dog,dry,adult,needs_review,retailer,reflex-plus-breed-pomeranian-adult-hypoallergenic-dog-dry-gr-gatoskilo,calcium_percent|phosphorus_percent,kcal_per_100g,sodium_percent|magnesium_percent|omega3_percent|omega6_percent|epa_percent|dha_percent|epa_dha_percent,,official_page_pdf_or_label_photo_with_energy,Do not mark as confidently recommendable until blockers or context-critical fields are resolved.,https://www.gatoskilo.gr/ksira-trofi-skyloy/28912-reflex-plus-breed-pomeranian-adult-hypoallergenic-2kg.html
high,88,Reflex,Reflex Plus Breed Poodle Adult Hypoallergenic 2kg,dog,dry,adult,needs_review,retailer,reflex-plus-breed-poodle-adult-hypoallergenic-dog-dry-gr-gatoskilo,calcium_percent|phosphorus_percent,kcal_per_100g,sodium_percent|magnesium_percent|omega3_percent|omega6_percent|epa_percent|dha_percent|epa_dha_percent,,official_page_pdf_or_label_photo_with_energy,Do not mark as confidently recommendable until blockers or context-critical fields are resolved.,https://www.gatoskilo.gr/ksira-trofi-skyloy/28915-reflex-plus-breed-poodle-adult-hypoallergenic-2kg.html
high,88,Reflex,Reflex Plus Breed Yorkshire Terrier Adult Hypoallergenic 2kg,dog,dry,adult,needs_review,retailer,reflex-plus-breed-yorkshire-terrier-adult-hypoallergenic-dog-dry-gr-gatoskilo,calcium_percent|phosphorus_percent,kcal_per_100g,sodium_percent|magnesium_percent|omega3_percent|omega6_percent|epa_percent|dha_percent|epa_dha_percent,,official_page_pdf_or_label_photo_with_energy,Do not mark as confidently recommendable until blockers or context-critical fields are resolved.,https://www.gatoskilo.gr/ksira-trofi-skyloy/28918-reflex-plus-breed-yorkshire-terrier-adult-hypoallergenic-2kg.html
high,88,Royal Canin,Royal Canin Vet Diet Cat Hypoallergenic 2.5kg,cat,dry,,needs_review,retailer,royal-canin-vet-diet-cat-hypoallergenic-cat-dry-gr-gatoskilo,calcium_percent|phosphorus_percent,kcal_per_100g|moisture_percent,moisture_percent|sodium_percent|magnesium_percent|omega6_percent|epa_dha_percent,,official_page_pdf_or_label_photo_with_energy,Do not mark as confidently recommendable until blockers or context-critical fields are resolved.,https://www.gatoskilo.gr/kliniki-ksiri-trofi-gatas/22321-royal-canin-vet-diet-cat-hypoallergenic-25kg.html
high,88,Royal Canin,Royal Canin Vet Diet Dog Renal 2kg,dog,dry,,needs_review,retailer,royal-canin-vet-diet-dog-renal-dog-dry-gr-gatoskilo,,kcal_per_100g|moisture_percent,moisture_percent|magnesium_percent|omega3_percent|omega6_percent|epa_percent|dha_percent,renal,official_page_pdf_or_label_photo_with_energy,Do not mark as confidently recommendable until blockers or context-critical fields are resolved.,https://www.gatoskilo.gr/kliniki-ksiri-trofi-skyloy/22275-royal-canin-vet-diet-dog-renal-2kg.html
high,88,Royal Canin Breed,Royal Canin Labrador Retriever Adult,dog,dry,adult,needs_review,retailer,royal-canin-breed-royal-canin-labrador-retriever-adult-dog-dry-eu-retailer,calcium_percent|phosphorus_percent,kcal_per_100g,moisture_percent|sodium_percent|magnesium_percent|omega3_percent|omega6_percent|epa_percent|dha_percent,,official_page_pdf_or_label_photo_with_energy,Do not mark as confidently recommendable until blockers or context-critical fields are resolved.,https://www.zooplus.com/shop/dogs/dry_dog_food/royal_canin_breed/labrador_retriever/128303?activeVariant=128303.10
high,88,Vidok,Vidok Plus+ με Κοτόπουλο 15kg,dog,dry,,needs_review,retailer,vidok-plus-με-κοτοπουλο-dog-dry-gr-gatoskilo,calcium_percent|phosphorus_percent,kcal_per_100g,sodium_percent|magnesium_percent|omega3_percent|omega6_percent|epa_percent|dha_percent|epa_dha_percent,,official_page_pdf_or_label_photo_with_energy,Do not mark as confidently recommendable until blockers or context-critical fields are resolved.,https://www.gatoskilo.gr/ksira-trofi-skyloy/28186-vidok-plus-me-kotopoulo-15kg.html
high,84,Bedog,Bedog Junior 15kg,dog,dry,puppy,needs_review,retailer,bedog-junior-dog-dry-gr-gatoskilo,,kcal_per_100g,sodium_percent|magnesium_percent|omega3_percent|omega6_percent|epa_percent|dha_percent|epa_dha_percent,puppy,official_page_pdf_or_label_photo_with_energy,Do not mark as confidently recommendable until blockers or context-critical fields are resolved.,https://www.gatoskilo.gr/ksira-trofi-skyloy/20947-bedog-junior-15kg.html
high,84,Briantos,Briantos Grain-Free Economy Pack 2 x 12kg,dog,dry,puppy,needs_review,retailer,briantos-grain-free-economy-pack-2-x-12kg-dog-dry-eu-retailer,,kcal_per_100g,sodium_percent|magnesium_percent|omega3_percent|omega6_percent|epa_percent|dha_percent|epa_dha_percent,puppy,official_page_pdf_or_label_photo_with_energy,Do not mark as confidently recommendable until blockers or context-critical fields are resolved.,https://www.zooplus.com/shop/dogs/dry_dog_food/briantos/saver_packs/999078
high,84,Ecopet Natural,Ecopet Natural Adult Medium 12kg + 2kg ΔΩΡΟ,dog,dry,adult,needs_review,retailer,ecopet-natural-adult-medium-δωρο-dog-dry-gr-gatoskilo,calcium_percent|phosphorus_percent,,moisture_percent|sodium_percent|magnesium_percent|omega3_percent|omega6_percent|epa_percent|dha_percent|epa_dha_percent,,official_pdf_or_label_photo_with_analytical_constituents,Do not mark as confidently recommendable until blockers or context-critical fields are resolved.,https://www.gatoskilo.gr/ksira-trofi-skyloy/12927-ecopet-natural-adult-medium-12kg-2kg-doro.html
high,84,Ecopet Natural,Ecopet Natural Adult Mini 12kg + 2kg ΔΩΡΟ,dog,dry,adult,needs_review,retailer,ecopet-natural-adult-mini-δωρο-dog-dry-gr-gatoskilo,calcium_percent|phosphorus_percent,,moisture_percent|sodium_percent|magnesium_percent|omega3_percent|omega6_percent|epa_percent|dha_percent|epa_dha_percent,,official_pdf_or_label_photo_with_analytical_constituents,Do not mark as confidently recommendable until blockers or context-critical fields are resolved.,https://www.gatoskilo.gr/ksira-trofi-skyloy/12926-ecopet-natural-adult-mini-12kg-2kg-doro.html
high,84,Ecopet Natural,Ecopet Natural Fish Adult Medium 12kg + 2kg ΔΩΡΟ,dog,dry,adult,needs_review,retailer,ecopet-natural-fish-adult-medium-δωρο-dog-dry-gr-gatoskilo,calcium_percent|phosphorus_percent,,moisture_percent|sodium_percent|magnesium_percent|omega3_percent|omega6_percent|epa_percent|dha_percent|epa_dha_percent,,official_pdf_or_label_photo_with_analytical_constituents,Do not mark as confidently recommendable until blockers or context-critical fields are resolved.,https://www.gatoskilo.gr/ksira-trofi-skyloy/12935-ecopet-natural-fish-adult-medium-12kg-2kg-doro.html
high,84,Equilibrio,Equilibrio Puppy Medium Breed 12kg + 2kg ΔΩΡΟ,dog,dry,puppy,needs_review,retailer,equilibrio-puppy-medium-breed-δωρο-dog-dry-gr-gatoskilo,,kcal_per_100g,sodium_percent|magnesium_percent|omega3_percent|omega6_percent|epa_percent|dha_percent|epa_dha_percent,puppy,official_page_pdf_or_label_photo_with_energy,Do not mark as confidently recommendable until blockers or context-critical fields are resolved.,https://www.gatoskilo.gr/ksira-trofi-skyloy/10282-equilibrio-puppy-medium-breed-12kg-2kg-doro.html
high,84,Nature,Nature's Protection Red Coat Salmon Grain Free Junior Mini 10kg,dog,dry,puppy,needs_review,retailer,nature-s-protection-red-coat-salmon-grain-free-junior-mini-dog-dry-gr-gatoskilo,,kcal_per_100g|moisture_percent,moisture_percent|magnesium_percent|epa_percent|dha_percent|epa_dha_percent,puppy,official_page_pdf_or_label_photo_with_energy,Do not mark as confidently recommendable until blockers or context-critical fields are resolved.,https://www.gatoskilo.gr/ksira-trofi-skyloy/22412-nature-s-protection-red-coat-salmon-grain-free-junior-mini-10kg.html
high,84,Purina Pro Plan,Purina Pro Plan Veterinary Diets Small & Mini Dog OM Obesity Management 1.3kg,dog,dry,,needs_review,retailer,purina-pro-plan-veterinary-diets-small-and-mini-dog-om-obesity-management-dog-dry-gr-gatoskilo,calcium_percent|phosphorus_percent,,moisture_percent|sodium_percent|magnesium_percent|epa_percent|dha_percent|epa_dha_percent,obesity,official_pdf_or_label_photo_with_analytical_constituents,Do not mark as confidently recommendable until blockers or context-critical fields are resolved.,https://www.gatoskilo.gr/kliniki-ksiri-trofi-skyloy/29941-purina-pro-plan-veterinary-diets-small-mini-dog-om-obesity-management-13kg.html
high,84,Royal Canin,Royal Canin Vet Diet Cat GastroIntestinal 2kg,cat,dry,,needs_review,retailer,royal-canin-vet-diet-cat-gastrointestinal-cat-dry-gr-gatoskilo,calcium_percent|phosphorus_percent,kcal_per_100g|moisture_percent,moisture_percent|magnesium_percent|epa_percent|epa_dha_percent,,official_page_pdf_or_label_photo_with_energy,Do not mark as confidently recommendable until blockers or context-critical fields are resolved.,https://www.gatoskilo.gr/kliniki-ksiri-trofi-gatas/22330-royal-canin-vet-diet-cat-gastrointestinal-2kg.html
